what is the name of <e> brother [unused0] Musical Artist people.person.sibling_s [unused1] people.sibling_relationship.sibling['people.person.gender'],1
what is the name of <e> brother [unused0] Musical Artist people.person.profession [unused1] base.popstra.celebrity.canoodled,0
what is the name of <e> brother [unused0] Musical Artist people.person.profession [unused1] book.book_subject.works,0
what is the name of <e> brother [unused0] Musical Artist music.artist.genre [unused1] book.book_subject.works,0
what is the name of <e> brother [unused0] Musical Artist people.person.nationality [unused1] book.book_subject.works,0
what is the name of <e> brother [unused0] Musical Artist people.person.profession [unused1] business.job_title.people_with_this_title,0
what character did <e> play in star wars [unused0] Celebrity film.actor.film['film.performance.film'] [unused1] film.performance.character,1
what character did <e> play in star wars [unused0] Celebrity people.person.religion [unused1] book.book_subject.works,0
what character did <e> play in star wars [unused0] Celebrity people.person.ethnicity [unused1] book.book_subject.works,0
what character did <e> play in star wars [unused0] Celebrity people.person.profession [unused1] book.book_subject.works,0
what character did <e> play in star wars [unused0] Celebrity people.person.nationality [unused1] book.book_subject.works,0
what country is the <e> in [unused0] Geographical Feature location.location.containedby['base.biblioness.bibs_location.loc_type'],1
what country is the <e> in [unused0] Geographical Feature common.topic.notable_types[freebase.type_profile.strict_included_types],0
what country is the <e> in [unused0] Geographical Feature common.topic.notable_types[freebase.type_hints.included_types],0
what kind of money to take to <e> [unused0] Country location.country.currency_used,1
what kind of money to take to <e> [unused0] Country location.statistical_region.merchandise_trade_percent_of_gdp,0
what kind of money to take to <e> [unused0] Country location.statistical_region.deposit_interest_rate,0
what kind of money to take to <e> [unused0] Country location.statistical_region.gni_in_ppp_dollars,0
what kind of money to take to <e> [unused0] Country location.statistical_region.trade_balance_as_percent_of_gdp,0
what character did <e> play in lord of the rings [unused0] Film actor film.actor.film['film.performance.film'] [unused1] film.performance.character,1
what character did <e> play in lord of the rings [unused0] Film actor people.person.profession [unused1] book.book_subject.works,0
what character did <e> play in lord of the rings [unused0] Film actor people.person.nationality [unused1] book.book_subject.works,0
what character did <e> play in lord of the rings [unused0] Film actor people.person.profession [unused1] business.job_title.people_with_this_title,0
what character did <e> play in lord of the rings [unused0] Film actor people.person.nationality [unused1] film.film_subject.films,0
what character did <e> play in lord of the rings [unused0] Film actor people.person.nationality [unused1] location.location.adjoin_s,0
who does <e> play for [unused0] Basketball Player sports.pro_athlete.teams['sports.sports_team_roster.from'  'sports.sports_team_roster.to'] [unused1] sports.sports_team_roster.team,1
who does <e> play for [unused0] Basketball Player people.person.place_of_birth [unused1] book.book_subject.works,0
who does <e> play for [unused0] Basketball Player people.person.nationality [unused1] book.book_subject.works,0
where are the nfl <e> from [unused0] Professional Sports Team sports.sports_team.location,1
where are the nfl <e> from [unused0] Professional Sports Team sports.sports_team.arena_stadium,0
where are the nfl <e> from [unused0] Professional Sports Team sports.sports_team.founded,0
where are the nfl <e> from [unused0] Professional Sports Team base.schemastaging.organization_extra.phone_number,0
where are the nfl <e> from [unused0] Professional Sports Team sports.sports_team.previously_known_as,0
where did <e> live [unused0] Author people.person.place_of_birth,1
where did <e> live [unused0] Author people.person.date_of_birth,0
where did <e> live [unused0] Author people.deceased_person.place_of_death,0
where did <e> live [unused0] Author film.writer.film,0
where did <e> live [unused0] Author common.topic.description,0
how old is <e> [unused0] Celebrity people.person.date_of_birth,1
how old is <e> [unused0] Celebrity people.person.children,0
how old is <e> [unused0] Celebrity people.person.gender,0
how old is <e> [unused0] Celebrity people.person.sibling_s,0
how old is <e> [unused0] Celebrity people.person.parents,0
what time zone am i in <e> [unused0] City/Town/Village location.location.time_zones,1
what time zone am i in <e> [unused0] City/Town/Village location.citytown.postal_codes,0
what time zone am i in <e> [unused0] City/Town/Village user.ameroamigo.default_domain.federal_reserve_bank.letter,0
what time zone am i in <e> [unused0] City/Town/Village user.ameroamigo.default_domain.federal_reserve_bank.number,0
what time zone am i in <e> [unused0] City/Town/Village common.topic.alias,0
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.married_to [unused1] fictional_universe.marriage_of_fictional_characters.spouses,1
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.character_created_by [unused1] award.ranked_item.appears_in_ranked_lists,0
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.character_created_by [unused1] book.author.book_editions_published,0
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.appears_in_these_fictional_universes [unused1] book.book_subject.works,0
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.character_created_by [unused1] internet.blogger.blog,0
who did <e> malloy end up marrying [unused0] Film character fictional_universe.fictional_character.character_created_by [unused1] people.person.quotations,0
which countries border the <e> [unused0] Country location.location.adjoin_s [unused1] location.adjoining_relationship.adjoins['common.topic.notable_types'],1
which countries border the <e> [unused0] Country book.book_subject.works [unused1] book.translated_work.translations,0
which countries border the <e> [unused0] Country book.book_subject.works [unused1] book.written_work.copyright_date,0
which countries border the <e> [unused0] Country book.book_subject.works [unused1] book.written_work.isfdb_id,0
which countries border the <e> [unused0] Country book.book_subject.works [unused1] award.award_nominated_work.award_nominations,0
which countries border the <e> [unused0] Country book.book_subject.works [unused1] award.award_winning_work.awards_won,0
where is <e> located on a map [unused0] Italian comune location.location.containedby,1
where is <e> located on a map [unused0] Italian comune location.location.area,0
where is <e> located on a map [unused0] Italian comune base.biblioness.bibs_location.is_clear,0
where is <e> located on a map [unused0] Italian comune base.biblioness.bibs_location.loc_type,0
where is <e> located on a map [unused0] Italian comune location.capital_of_administrative_division.capital_of,0
what is <e> nationality [unused0] Celebrity people.person.nationality,1
what is <e> nationality [unused0] Celebrity people.person.ethnicity,0
what is <e> nationality [unused0] Celebrity user.avh.default_domain.ellerdale_topic.ellerdale_id,0
what is <e> nationality [unused0] Celebrity common.topic.notable_types,0
what is <e> nationality [unused0] Celebrity people.person.date_of_birth,0
what books did <e> right [unused0] Author book.author.book_editions_published,1
what books did <e> right [unused0] Author book.author.works_written,0
what books did <e> right [unused0] Author freebase.valuenotation.is_reviewed,0
what books did <e> right [unused0] Author people.person.education,0
what books did <e> right [unused0] Author common.topic.notable_types,0
where to fly into <e> [unused0] Indonesian province travel.travel_destination.how_to_get_here['travel.transportation.mode_of_transportation'] [unused1] travel.transportation.transport_terminus,1
where to fly into <e> [unused0] Indonesian province film.film_location.featured_in_films [unused1] award.ranked_item.appears_in_ranked_lists,0
